tid,title,url,image_url,year,action,scifi,drama,romance
tt0434409,V for Vendetta  ,http://www.imdb.com/title/tt0434409/,https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@..jpg,2005,True,True,False,False
tt0440963,The Bourne Ultimatum  ,http://www.imdb.com/title/tt0440963/,https://m.media-amazon.com/images/M/MV5BNGNiNmU2YTMtZmU4OS00MjM0LTlmYWUtMjVlYjAzYjE2N2RjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@..jpg,2007,True,False,False,False
tt0457430,Pan's Labyrinth  ,http://www.imdb.com/title/tt0457430/,https://m.media-amazon.com/images/M/MV5BMDBjOWYyMDQtOWRmOC00MDgxLWIxM2UtMTNjYzFiN2RkYTBlXkEyXkFqcGdeQXVyMTAyOTE2ODg0..jpg,2006,False,False,True,False
tt0468569,The Dark Knight  ,http://www.imdb.com/title/tt0468569/,https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@..jpg,2008,True,False,True,False
tt0469494,There Will Be Blood  ,http://www.imdb.com/title/tt0469494/,https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@..jpg,2007,False,False,True,False
tt0477348,No Country for Old Men  ,http://www.imdb.com/title/tt0477348/,https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@..jpg,2007,False,False,True,False
tt0482571,The Prestige  ,http://www.imdb.com/title/tt0482571/,https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2..jpg,2006,False,False,True,False
tt0758758,Into the Wild  ,http://www.imdb.com/title/tt0758758/,https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@..jpg,2007,False,False,True,False
tt0796366,Star Trek  ,http://www.imdb.com/title/tt0796366/,https://m.media-amazon.com/images/M/MV5BMjE5NDQ5OTE4Ml5BMl5BanBnXkFtZTcwOTE3NDIzMw@@..jpg,2009,True,True,False,False
tt0848228,The Avengers  ,http://www.imdb.com/title/tt0848228/,https://m.media-amazon.com/images/M/MV5BNDYxNjQyMjAtNTdiOS00NGYwLWFmNTAtNThmYjU5ZGI2YTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,2012,True,False,False,False
tt0947798,Black Swan  ,http://www.imdb.com/title/tt0947798/,https://m.media-amazon.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@..jpg,2010,False,False,True,False
tt0986264,Taare Zameen Par  ,http://www.imdb.com/title/tt0986264/,https://m.media-amazon.com/images/M/MV5BNTVmYTk2NjAtYzY3MS00YjFjLTlkYzktYzg3YzMyZDQyOWRiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@..jpg,2007,False,False,True,False
tt1010048,Slumdog Millionaire  ,http://www.imdb.com/title/tt1010048/,https://m.media-amazon.com/images/M/MV5BZmNjZWI3NzktYWI1Mi00OTAyLWJkNTYtMzUwYTFlZDA0Y2UwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,2008,False,False,True,True
tt1028532,Hachi: A Dog's Tale  ,http://www.imdb.com/title/tt1028532/,https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,2009,False,False,True,False
tt1049413,Up  ,http://www.imdb.com/title/tt1049413/,https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@..jpg,2009,False,False,True,False
tt1130884,Shutter Island  ,http://www.imdb.com/title/tt1130884/,https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,2010,False,False,True,False
tt1187043,3 Idiots  ,http://www.imdb.com/title/tt1187043/,https://m.media-amazon.com/images/M/MV5BNTkyOGVjMGEtNmQzZi00NzFlLTlhOWQtODYyMDc2ZGJmYzFhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,2009,False,False,True,True
tt1205489,Gran Torino  ,http://www.imdb.com/title/tt1205489/,https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@..jpg,2008,False,False,True,False
tt1220719,Yip Man  ,http://www.imdb.com/title/tt1220719/,https://m.media-amazon.com/images/M/MV5BNTFmMjM3M2UtOTIyZC00Zjk3LTkzODUtYTdhNGRmNzFhYzcyXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,2008,True,False,True,False
tt1255953,Incendies  ,http://www.imdb.com/title/tt1255953/,https://m.media-amazon.com/images/M/MV5BYWRlNzRjMTktNjQ1Ni00NzYyLTkwMzktMjJjMjg5NTQ5OGZjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,2010,False,False,True,False
tt1291584,Warrior  ,http://www.imdb.com/title/tt1291584/,https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@..jpg,2011,False,False,True,False
tt1305806,El secreto de sus ojos  ,http://www.imdb.com/title/tt1305806/,https://m.media-amazon.com/images/M/MV5BMGI4ZDU0MWUtMmMwNS00ODBhLTllODEtZWE2NjMwNTM3MmVjXkEyXkFqcGdeQXVyNDE5MTU2MDE@..jpg,2009,False,False,True,False
tt1345836,The Dark Knight Rises  ,http://www.imdb.com/title/tt1345836/,https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@..jpg,2012,True,False,False,False
tt1375666,Inception  ,http://www.imdb.com/title/tt1375666/,https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@..jpg,2010,True,False,False,False
tt1392214,Prisoners  ,http://www.imdb.com/title/tt1392214/,https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@..jpg,2013,False,False,True,False
tt1454029,The Help  ,http://www.imdb.com/title/tt1454029/,https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@..jpg,2011,False,False,True,False
tt1454468,Gravity  ,http://www.imdb.com/title/tt1454468/,https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@..jpg,2013,False,True,True,False
tt1504320,The King's Speech  ,http://www.imdb.com/title/tt1504320/,https://m.media-amazon.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@..jpg,2010,False,False,True,False
tt1555149,Tropa de Elite 2: O Inimigo Agora é Outro  ,http://www.imdb.com/title/tt1555149/,https://m.media-amazon.com/images/M/MV5BMjEzMzMxOTUyNV5BMl5BanBnXkFtZTcwNjI3MDc5Ng@@..jpg,2010,True,False,True,False
tt1675434,The Intouchables  ,http://www.imdb.com/title/tt1675434/,https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@..jpg,2011,False,False,True,False
tt1798709,Her  ,http://www.imdb.com/title/tt1798709/,https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@..jpg,2013,False,True,True,True
tt1832382,Jodaeiye Nader az Simin  ,http://www.imdb.com/title/tt1832382/,https://m.media-amazon.com/images/M/MV5BNmMwZTY2YmMtOTk2Mi00NzMyLThkYmEtNDFiM2E1NTljNzUxXkEyXkFqcGdeQXVyNjkxOTM4ODY@..jpg,2011,False,False,True,False
tt1853728,Django Unchained  ,http://www.imdb.com/title/tt1853728/,https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@..jpg,2012,False,False,True,False
tt1979320,Rush  ,http://www.imdb.com/title/tt1979320/,https://m.media-amazon.com/images/M/MV5BOWEwODJmZDItYTNmZC00OGM4LThlNDktOTQzZjIzMGQxODA4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,2013,True,False,True,False
tt2024544,12 Years a Slave  ,http://www.imdb.com/title/tt2024544/,https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@..jpg,2013,False,False,True,False
tt2106476,Jagten  ,http://www.imdb.com/title/tt2106476/,https://m.media-amazon.com/images/M/MV5BNDM2MzMwMzcxNF5BMl5BanBnXkFtZTcwNTczMDk3OA@@..jpg,2012,False,False,True,False
tt3317282,Videoclub  ,http://www.imdb.com/title/tt3317282/,https://m.media-amazon.com/images/M/MV5BZWMzNjYzY2MtMmM3Zi00MTk4LTg4YTgtZThiZmYwYzVjNjJkXkEyXkFqcGdeQXVyMTcxNTYyMjM@..jpg,2013,True,False,False,True
tt1216487,Flickan som lekte med elden  ,http://www.imdb.com/title/tt1216487/,https://m.media-amazon.com/images/M/MV5BMjI0MjIxMDIwNF5BMl5BanBnXkFtZTcwODk5MDc1Mw@@..jpg,2009,False,False,True,False
tt0456396,L'enfant  ,http://www.imdb.com/title/tt0456396/,https://m.media-amazon.com/images/M/MV5BMTk5NjI0NDExNl5BMl5BanBnXkFtZTcwOTQwNzIzMQ@@..jpg,2005,False,False,True,True
tt0433547,Destroy All Humans!  ,http://www.imdb.com/title/tt0433547/,https://m.media-amazon.com/images/M/MV5BMTg5ODM0Nzk3NF5BMl5BanBnXkFtZTcwMzcxMzE2MQ@@..jpg,2005,True,False,False,False
tt0955308,Robin Hood  ,http://www.imdb.com/title/tt0955308/,https://m.media-amazon.com/images/M/MV5BMTM5NzcwMzEwOF5BMl5BanBnXkFtZTcwNjg5MTgwMw@@..jpg,2010,True,False,True,False
tt0317648,Hidalgo  ,http://www.imdb.com/title/tt0317648/,https://m.media-amazon.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@..jpg,2004,True,False,False,False
tt0472043,Apocalypto  ,http://www.imdb.com/title/tt0472043/,https://m.media-amazon.com/images/M/MV5BMzhmNGMzMDMtZDM0Yi00MmVmLWExYjAtZDhjZjcxZDM0MzJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,2006,True,False,True,False
tt0918927,Doubt  ,http://www.imdb.com/title/tt0918927/,https://m.media-amazon.com/images/M/MV5BYWFjZmE2NGYtNGIzYi00Nzc2LTlhZWMtMTNkOTBkOTQ0MTJmXkEyXkFqcGdeQXVyMTkzODUwNzk@..jpg,2008,False,False,True,False
tt1149362,Das weiße Band - Eine deutsche Kindergeschichte  ,http://www.imdb.com/title/tt1149362/,https://m.media-amazon.com/images/M/MV5BMTQ2OTYyNzUxOF5BMl5BanBnXkFtZTcwMzUwMDY4Mg@@..jpg,2009,False,False,True,False
tt1360860,Darbareye Elly  ,http://www.imdb.com/title/tt1360860/,https://m.media-amazon.com/images/M/MV5BMTQ0MzQxODQ0MV5BMl5BanBnXkFtZTgwNTQ0NzY4NDE@..jpg,2009,False,False,True,False
tt0208990,La stanza del figlio  ,http://www.imdb.com/title/tt0208990/,https://m.media-amazon.com/images/M/MV5BNTMyMGM5ZTItNmNmYy00MWUwLTk1MTAtMzY0ZTUyMGJiNGVhXkEyXkFqcGdeQXVyMzIwNDY4NDI@..jpg,2001,False,False,True,False
tt0278731,Spider  ,http://www.imdb.com/title/tt0278731/,https://m.media-amazon.com/images/M/MV5BMmY4OGRmNWMtNmIyNS00YWQ5LWJmMGUtMDI3MWRlMmQ0ZDQzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,2002,False,False,True,False
tt1068649,Il y a longtemps que je t'aime  ,http://www.imdb.com/title/tt1068649/,https://m.media-amazon.com/images/M/MV5BMTY1Njg2ODI1Ml5BMl5BanBnXkFtZTcwMzkzNzQ5MQ@@..jpg,2008,False,False,True,False
tt0311113,Master and Commander: The Far Side of the World  ,http://www.imdb.com/title/tt0311113/,https://m.media-amazon.com/images/M/MV5BMjA5NjYyMDM5NV5BMl5BanBnXkFtZTYwOTU5MDY2..jpg,2003,True,False,True,False
tt0240510,The Four Feathers  ,http://www.imdb.com/title/tt0240510/,https://m.media-amazon.com/images/M/MV5BMTYzOTMxNzg0MV5BMl5BanBnXkFtZTYwMjQwMDQ3..jpg,2002,False,False,True,True
tt0813547,Die Fälscher  ,http://www.imdb.com/title/tt0813547/,https://m.media-amazon.com/images/M/MV5BNDI2NGQwNWItNmRkYy00MzIxLWExMzUtZmU3NTE2NDQ5NzEzXkEyXkFqcGdeQXVyMTMxODk2OTU@..jpg,2007,False,False,True,False
tt0280653,Amen.  ,http://www.imdb.com/title/tt0280653/,https://m.media-amazon.com/images/M/MV5BNTcyMzQ1NzktMDhlZi00YzEwLWEyNGMtMDQ2MWNjZDg3ZjdlXkEyXkFqcGdeQXVyNzgzODI1OTE@..jpg,2002,False,False,True,False
tt0478304,The Tree of Life  ,http://www.imdb.com/title/tt0478304/,https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@..jpg,2011,False,False,True,False
tt1212419,Hereafter  ,http://www.imdb.com/title/tt1212419/,https://m.media-amazon.com/images/M/MV5BMjE2MzU3Nzk4M15BMl5BanBnXkFtZTcwODcxNTI5Mw@@..jpg,2010,False,False,True,False
tt0825354,Plan 9 from Mission Hill              ,http://www.imdb.com/title/tt0825354/,https://m.media-amazon.com/images/M/MV5BOGZhY2Q3MWUtMTU3Yy00Y2IzLTlmNWUtN2ZkZmI1NDM2NzQzXkEyXkFqcGdeQXVyNjcwMzEzMTU@..jpg,2002,False,False,True,False
tt0452623,Gone Baby Gone  ,http://www.imdb.com/title/tt0452623/,https://m.media-amazon.com/images/M/MV5BYmM2NDNiNGItMTRhMi00ZDA2LTgzOWMtZTE2ZjFhMDQ2M2U5XkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,2007,False,False,True,False
tt0465538,Michael Clayton  ,http://www.imdb.com/title/tt0465538/,https://m.media-amazon.com/images/M/MV5BMTc0NTU5MjI2MV5BMl5BanBnXkFtZTcwMTg5NTQzMw@@..jpg,2007,False,False,True,False
tt2441444,Lili Marlene  ,http://www.imdb.com/title/tt2441444/,https://m.media-amazon.com/images/M/MV5BMmI4ZjQ5YTMtNmQ4OS00Njg0LTkxYzEtNDc4ODc0OGQxZjVjXkEyXkFqcGdeQXVyMTM1NzA1MjQ@..jpg,2007,False,False,True,False
tt0245844,The Count of Monte Cristo  ,http://www.imdb.com/title/tt0245844/,https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,2002,True,False,True,False
tt1186830,Agora  ,http://www.imdb.com/title/tt1186830/,https://m.media-amazon.com/images/M/MV5BMTA2MjIwMjE0MjZeQTJeQWpwZ15BbWU3MDU4ODIwODI@..jpg,2009,False,False,True,False
tt0375154,Tristan + Isolde  ,http://www.imdb.com/title/tt0375154/,https://m.media-amazon.com/images/M/MV5BMTRiZmY5ODMtNzI4Ny00YTE3LTgyYTgtZGE5MDZhZjAyMTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,2006,False,False,True,True
tt0425210,Lucky Number Slevin  ,http://www.imdb.com/title/tt0425210/,https://m.media-amazon.com/images/M/MV5BZjczMWI1YWMtYTZjOS00ZDc5LWE2MWItMTY3ZGUxNzFkNjJmL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,2006,False,False,True,False
tt0443543,The Illusionist  ,http://www.imdb.com/title/tt0443543/,https://m.media-amazon.com/images/M/MV5BY2VkMzZlZDAtNTkzNS00MDIzLWFmOTctMWQwZjQ1OWJiYzQ1XkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,2006,False,False,True,True
tt0387131,The Constant Gardener  ,http://www.imdb.com/title/tt0387131/,https://m.media-amazon.com/images/M/MV5BOWZkODhlZjQtMzdiYi00MDg2LTgxZDItN2IxMDZhMWE0MDdmXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,2005,False,False,True,False
tt0206634,Children of Men  ,http://www.imdb.com/title/tt0206634/,https://m.media-amazon.com/images/M/MV5BMTQ5NTI2NTI4NF5BMl5BanBnXkFtZTcwNjk2NDA2OQ@@..jpg,2006,False,True,True,False
tt0324554,Wicker Park  ,http://www.imdb.com/title/tt0324554/,https://m.media-amazon.com/images/M/MV5BZDU3ZDM5MTQtNDU5NS00NDY1LWI1ODYtMzRiYjU1MTdiNWYxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,2004,False,False,True,True
tt1139797,Låt den rätte komma in  ,http://www.imdb.com/title/tt1139797/,https://m.media-amazon.com/images/M/MV5BOWM4NTY2NTMtZDZlZS00NTgyLWEzZDMtODE3ZGI1MzI3ZmU5XkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,2008,False,False,True,False
tt1235166,Un prophète  ,http://www.imdb.com/title/tt1235166/,https://m.media-amazon.com/images/M/MV5BMTUyMjQ1MTY5OV5BMl5BanBnXkFtZTcwNzY5NjExMw@@..jpg,2009,False,False,True,False
tt0794374,Yi He Yuan  ,http://www.imdb.com/title/tt0794374/,https://m.media-amazon.com/images/M/MV5BODE0MjI5MGMtZjg0Yi00MzI5LWExNzMtZGNlNWI3ZjhiMDRhXkEyXkFqcGdeQXVyMjQ2MTk1OTE@..jpg,2006,False,False,True,True
tt1605783,Midnight in Paris  ,http://www.imdb.com/title/tt1605783/,https://m.media-amazon.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@..jpg,2011,False,False,False,True
tt1045658,Silver Linings Playbook  ,http://www.imdb.com/title/tt1045658/,https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@..jpg,2012,False,False,True,True
tt2334873,Blue Jasmine  ,http://www.imdb.com/title/tt2334873/,https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@..jpg,2013,False,False,True,False
tt0301357,Good Bye Lenin!  ,http://www.imdb.com/title/tt0301357/,https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@..jpg,2003,False,False,True,True
tt0245574,Y tu mamá también  ,http://www.imdb.com/title/tt0245574/,https://m.media-amazon.com/images/M/MV5BNDhjMzc3ZTgtY2Y4MC00Y2U3LWFiMDctZGM3MmM4N2YzNDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,2001,False,False,True,False
tt0705262,Marco Polo             ,http://www.imdb.com/title/tt0705262/,https://m.media-amazon.com/images/M/MV5BYTY4ZjRiOWYtYzNkZS00ODRjLTlhOTItZDI0ZDg2YjMzODYwXkEyXkFqcGdeQXVyNDIyNjA2MTk@..jpg,2004,False,False,True,False
tt0265349,The Mothman Prophecies  ,http://www.imdb.com/title/tt0265349/,https://m.media-amazon.com/images/M/MV5BMjVmNDNjYWYtNzk0Mi00ZTU4LTljNDYtNDczZDE4NGMzZmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,2002,False,False,True,False
tt0870111,Frost/Nixon  ,http://www.imdb.com/title/tt0870111/,https://m.media-amazon.com/images/M/MV5BOTY4NTU2NTU4NF5BMl5BanBnXkFtZTcwNjE0OTc5MQ@@..jpg,2008,False,False,True,False
tt0323944,Shattered Glass  ,http://www.imdb.com/title/tt0323944/,https://m.media-amazon.com/images/M/MV5BMjExNDI2OTc2MF5BMl5BanBnXkFtZTYwOTA5MjM3..jpg,2003,False,False,True,False
tt0399146,A History of Violence  ,http://www.imdb.com/title/tt0399146/,https://m.media-amazon.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2..jpg,2005,False,False,True,False
tt0328107,Man on Fire  ,http://www.imdb.com/title/tt0328107/,https://m.media-amazon.com/images/M/MV5BODFlMmEwMDgtYjhmZi00ZTE5LTk2NWQtMWE1Y2M0NjkzOGYxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,2004,True,False,True,False
